COMPANY_ID,PO_ID,PO_LN_NO,ITEM_ID,RECPT_LN_DESC,DUE_DT,RECPT_DT,RECPT_ID,RECV_UM_CD,RECV_QTY,ACCPT_QTY,REJ_QTY,RECV_AMT,ACCPT_AMT,REJ_AMT,PROJ_ID,VEND_ID,VEND_LONG_NAME,PO_LINE#,ON_TIME_TEST,WEEK_RECPT_DT,YEAR_RECPT_DT,DAYS_LATE
02,F206852,1,RB14-4,"lug, terminal, ring 4-40 Stud, 18-14 awg",8/13/2021,8/6/2021,POR-013601,EA,100,100,0,60,60,0,20381.0002.03,120009,"ALLIED ELECTRONICS, INC.",F206852_1,On Time,32,2021,0
02,F206852,2,11101015,"FERRULE, 16 AWG, INSULATED, BLACK, PK=500",8/31/2021,8/6/2021,POR-013601,EA,500,500,0,23.72,23.72,0,20381.0002.03,120009,"ALLIED ELECTRONICS, INC.",F206852_2,On Time,32,2021,0
02,F208192,1,5147421,INK CARTRIDGE-BLUEMARK FLUID-CARTRIDGE,1/25/2022,1/25/2022,POR-100218,EA,1,1,0,361.46,361.46,0,02OHD.GENR.09.10,120009,"ALLIED ELECTRONICS, INC.",F208192_1,On Time,5,2022,0
02,F208259,1,3RT20361AK60,"110/120V AC IEC MAGNETIC CONTACTOR, 3 POLES",2/7/2022,2/1/2022,POR-100259,EA,11,11,0,2112,2112,0,20549.0001.02,120009,"ALLIED ELECTRONICS, INC.",F208259_1,On Time,6,2022,0
02,F207480,1,670AGP06,TERMINAL BLOCK,12/3/2021,12/9/2021,POR-200133,EA,18,18,0,126.36,126.36,0,19839.0001.03,120009,"ALLIED ELECTRONICS, INC.",F207480_1,Late,50,2021,6
02,F207480,3,F9001,FERRULE,12/3/2021,12/9/2021,POR-200133,EA,1000,1000,0,224,224,0,19839.0001.03,120009,"ALLIED ELECTRONICS, INC.",F207480_3,Late,50,2021,6
02,F207413,1,1414N4ALK,"BOX, AL 12.0X10.0X5.0 WITH COVER, NATURAL COLOR",10/14/2021,10/28/2021,POR-014049,EA,1,1,0,215.06,215.06,0,20481.0003,120009,"ALLIED ELECTRONICS, INC.",F207413_1,Late,44,2021,14
02,F207691,1,105901,OPENFRAME REAL-TIME TARGET MACHINE,11/16/2021,11/12/2021,POR-014142,EA,1,1,0,10.59,10.59,0,20722.0001.03,120009,"ALLIED ELECTRONICS, INC.",F207691_1,On Time,46,2021,0
02,F207770,1,HWS600-24/HD,"POWER SUPPLY, 120VAC/24VDC, 600 WATTS",12/3/2021,11/30/2021,POR-200074,EA,1,1,0,675.01,675.01,0,20390.0003.01,120009,"ALLIED ELECTRONICS, INC.",F207770_1,On Time,49,2021,0
02,F207580,1,1181015,"FERRULE, WIRE, 16AWG, BLACK",12/6/2021,12/7/2021,POR-200112,EA,500,500,0,24.32,24.32,0,20722.0001.03,120009,"ALLIED ELECTRONICS, INC.",F207580_1,On Time,50,2021,1
02,F207480,2,AN-2801-AB,"BOX, ALUM. WALL MOUNT, ALUMINIUM, SMOOTH BLACK FINISH",1/26/2022,12/20/2021,POR-100011,EA,6,6,0,102.12,102.12,0,19839.0001.03,120009,"ALLIED ELECTRONICS, INC.",F207480_2,On Time,52,2021,0
02,F207849,1,10RC-14,"RING TERMINAL, YELLOW, T&B, 12-10 AWG 1/4""",12/22/2021,12/13/2021,POR-200142,EA,50,50,0,33,33,0,20755.0000,120009,"ALLIED ELECTRONICS, INC.",F207849_1,On Time,51,2021,0
02,F207849,2,18RA-8,"LUG, RING, INSULATED, 22-16 AWG, #8, 100/PK",12/22/2021,12/13/2021,POR-200142,EA,100,100,0,41,41,0,20755.0000,120009,"ALLIED ELECTRONICS, INC.",F207849_2,On Time,51,2021,0
02,F207849,3,5266-C,ELECTRICAL AC ADAPTER PLUG 15A 125V NEMA 5-15,12/22/2021,12/13/2021,POR-200142,EA,8,8,0,82,82,0,20755.0000,120009,"ALLIED ELECTRONICS, INC.",F207849_3,On Time,51,2021,0
02,F207849,4,5900,"FAN, AC AXIAL, 127 X 127 X 38",12/22/2021,12/13/2021,POR-200142,EA,24,24,0,876,876,0,20755.0000,120009,"ALLIED ELECTRONICS, INC.",F207849_4,On Time,51,2021,0
02,F207849,5,6000118,"LOCK NUT, PG 11 THREAD, NICKEL-PLATED BRASS",12/22/2021,12/13/2021,POR-200142,EA,384,384,0,184.32,184.32,0,20755.0000,120009,"ALLIED ELECTRONICS, INC.",F207849_5,On Time,51,2021,0
02,F207849,8,MS3102E18-11P,WALL MOUNT RECEPTACLE ,12/22/2021,12/13/2021,POR-200142,EA,8,8,0,112,112,0,20755.0000,120009,"ALLIED ELECTRONICS, INC.",F207849_8,On Time,51,2021,0
02,F207849,9,RA18-110F,QUICK DISCONNEC FEMALE; 22-18 AWG; NYLON INSULATED,12/22/2021,12/13/2021,POR-200142,EA,100,100,0,71,71,0,20755.0000,120009,"ALLIED ELECTRONICS, INC.",F207849_9,On Time,51,2021,0
02,F207849,12,WH18-09-100,"WIRE, 18 AWG, WHT, 300V, CPPR, 100FT",12/22/2021,12/13/2021,POR-200142,FT,100,100,0,14.19,14.19,0,20755.0000,120009,"ALLIED ELECTRONICS, INC.",F207849_12,On Time,51,2021,0
02,F207849,13,LZ35,"FINGER GUARD, 127mm",12/22/2021,12/13/2021,POR-200142,EA,25,25,0,122,122,0,20755.0000,120009,"ALLIED ELECTRONICS, INC.",F207849_13,On Time,51,2021,0
02,F207849,14,MC2711,"CABLE, AC POWER, NEMA 5-15 PLUG TO IEC 60320, POWERFIG",12/17/2021,12/13/2021,POR-200148,EA,8,8,0,423.2,423.2,0,20755.0000,120009,"ALLIED ELECTRONICS, INC.",F207849_14,On Time,51,2021,0
02,F207849,7,FP301-1/2 BLK,"HEAT SHRINK, 1/2"" BLACK",12/22/2021,12/16/2021,POR-100004,FT,4,4,0,2.17,2.17,0,20755.0000,120009,"ALLIED ELECTRONICS, INC.",F207849_7,On Time,51,2021,0
02,F207849,6,6700511,"DOME PLUG, PG 11 THREAD",2/7/2022,12/20/2021,POR-100012,EA,400,400,0,976,976,0,20755.0000,120009,"ALLIED ELECTRONICS, INC.",F207849_6,On Time,52,2021,0
02,F207849,10,WH18-00-100,"WIRE, 18 AWG, BLK, 300V, CPPR, 100FT",12/22/2021,12/20/2021,POR-100012,FT,100,100,0,15.11,15.11,0,20755.0000,120009,"ALLIED ELECTRONICS, INC.",F207849_10,On Time,52,2021,0
02,F208014,1,FOSTCDR,"CONVERTER, INDUSTRIAL SERIAL TO MULTIMODE FIBER",1/10/2022,1/4/2022,POR-100083,EA,3,3,0,912.6,912.6,0,20741.0003.03,120009,"ALLIED ELECTRONICS, INC.",F208014_1,On Time,2,2022,0
02,F208014,2,2903356,RELAY MODULR PR1-RSC3-LV-120AC/21,1/10/2022,1/4/2022,POR-100083,EA,3,3,0,32.76,32.76,0,20741.0003.03,120009,"ALLIED ELECTRONICS, INC.",F208014_2,On Time,2,2022,0
02,F208014,3,2903358,"RELAY MODULE, 24 VDC INPUT, 12 A",1/10/2022,1/4/2022,POR-100083,EA,3,3,0,35.16,35.16,0,20741.0003.03,120009,"ALLIED ELECTRONICS, INC.",F208014_3,On Time,2,2022,0
02,F208014,4,Q14P1BXXG24E,"LIGHT, GREEN, 24 VDC, LED",1/10/2022,1/4/2022,POR-100083,EA,3,3,0,19.56,19.56,0,20741.0003.03,120009,"ALLIED ELECTRONICS, INC.",F208014_4,On Time,2,2022,0
02,F208014,5,Q14P1BXXR24E,"LIGHT, RED, 24 VDC, LED",1/10/2022,1/4/2022,POR-100083,EA,3,3,0,18.36,18.36,0,20741.0003.03,120009,"ALLIED ELECTRONICS, INC.",F208014_5,On Time,2,2022,0
02,F208014,6,APD1486DNUW,"PILOT LIGHT MODULE, 480VAC, LED, WHITE",1/10/2022,1/4/2022,POR-100083,EA,3,3,0,157.56,157.56,0,20741.0003.03,120009,"ALLIED ELECTRONICS, INC.",F208014_6,On Time,2,2022,0
02,F208014,7,BK/GMA-500-R,"FUSE, FAST ACTING - .5 AMP",1/10/2022,1/4/2022,POR-100083,EA,6,6,0,3.18,3.18,0,20741.0003.03,120009,"ALLIED ELECTRONICS, INC.",F208014_7,On Time,2,2022,0
02,F208014,8,BK/GMA-1.5-R,"FUSE, FAST ACTING - 1.5 AMP",1/10/2022,1/4/2022,POR-100083,EA,6,6,0,2.52,2.52,0,20741.0003.03,120009,"ALLIED ELECTRONICS, INC.",F208014_8,On Time,2,2022,0
02,F208014,9,BK/GMA-1-R,1 AMP FUSE,1/10/2022,1/4/2022,POR-100083,EA,6,6,0,2.52,2.52,0,20741.0003.03,120009,"ALLIED ELECTRONICS, INC.",F208014_9,On Time,2,2022,0
02,F208014,10,BK/GMC-5-R,"FUSE, TIME DELAY - 5 AMP",1/10/2022,1/4/2022,POR-100083,EA,6,6,0,6.18,6.18,0,20741.0003.03,120009,"ALLIED ELECTRONICS, INC.",F208014_10,On Time,2,2022,0
02,F208014,11,BK/GMC-10-R,"FUSE, TIME DELAY - 10 AMP",1/10/2022,1/4/2022,POR-100083,EA,6,6,0,6.24,6.24,0,20741.0003.03,120009,"ALLIED ELECTRONICS, INC.",F208014_11,On Time,2,2022,0
02,F208014,12,821TD10H-UNI,"TIMER, MULTI FUNCTION, 0.1S-10D, E-MECH, SPDT, 15A@240VAC/24",1/10/2022,1/4/2022,POR-100083,EA,3,3,0,201.27,201.27,0,20741.0003.03,120009,"ALLIED ELECTRONICS, INC.",F208014_12,On Time,2,2022,0
02,F208014,13,8501,FIELD SERVICE KIT,1/10/2022,1/4/2022,POR-100083,EA,3,3,0,254.7,254.7,0,20741.0003.03,120009,"ALLIED ELECTRONICS, INC.",F208014_13,On Time,2,2022,0
02,F208014,14,WDU24-800,"POWER SUPPLY, AC-DC; 24V @0.8A; 120 VAC IN, WALL PLUG",1/10/2022,1/4/2022,POR-100083,EA,3,3,0,82.02,82.02,0,20741.0003.03,120009,"ALLIED ELECTRONICS, INC.",F208014_14,On Time,2,2022,0
02,F208014,15,DGB9FT,"Adapter, D sub, DB9 Female to Terminals",1/10/2022,1/4/2022,POR-100083,EA,3,3,0,38.07,38.07,0,20741.0003.03,120009,"ALLIED ELECTRONICS, INC.",F208014_15,On Time,2,2022,0
02,F207849,10,WH18-00-100,"WIRE, 18 AWG, BLK, 300V, CPPR, 100FT",12/22/2021,12/30/2021,POR-100075,FT,100,100,0,15.11,15.11,0,20755.0000,120009,"ALLIED ELECTRONICS, INC.",F207849_10,Late,53,2021,8
02,F207849,12,WH18-09-100,"WIRE, 18 AWG, WHT, 300V, CPPR, 100FT",12/22/2021,12/30/2021,POR-100075,FT,100,100,0,14.19,14.19,0,20755.0000,120009,"ALLIED ELECTRONICS, INC.",F207849_12,Late,53,2021,8
02,F207849,11,WH18-05-100,"WIRE, 18 AWG, GRN, 300V, CPPR, 100FT",12/22/2021,12/27/2021,POR-100047,FT,200,200,0,28.1,28.1,0,20755.0000,120009,"ALLIED ELECTRONICS, INC.",F207849_11,Late,53,2021,5
02,F208061,1,AH10928V10000JE,"HEAT SINK, ALUMINUM EXTRUSION 10""",1/14/2022,1/11/2022,POR-100121,EA,4,4,0,442.68,442.68,0,02INV.CTRL,120009,"ALLIED ELECTRONICS, INC.",F208061_1,On Time,3,2022,0
02,F208055,1,2938811,"POWER SUPPLY, QUINT-PS-100-240AC/12DC/10",1/7/2022,1/10/2022,POR-100108,EA,2,2,0,1245.86,1245.86,0,20845.0000,120009,"ALLIED ELECTRONICS, INC.",F208055_1,Late,3,2022,3
02,F208055,2,HTINT70T,Camera Day/Night Bullet ,1/7/2022,1/10/2022,POR-100108,EA,2,2,0,629.64,629.64,0,20845.0000,120009,"ALLIED ELECTRONICS, INC.",F208055_2,Late,3,2022,3
02,F207580,2,14RB-14,"RING TERMINAL, BLUE, T&B, 14-18 AWG",1/13/2022,1/14/2022,POR-100150,EA,100,100,0,59,59,0,20722.0001.03,120009,"ALLIED ELECTRONICS, INC.",F207580_2,On Time,3,2022,1
02,F206999,1,T75F-C,"SPIRAL WRAP, .75""",8/24/2021,8/24/2021,POR-013692,FT,300,300,0,606,606,0,20390.0001.02,120009,"ALLIED ELECTRONICS, INC.",F206999_1,On Time,35,2021,0
02,F207136,1,5147421,INK CARTRIDGE-BLUEMARK FLUID-CARTRIDGE,9/17/2021,9/14/2021,POR-013800,EA,1,1,0,337.98,337.98,0,B5326.0001.06,120009,"ALLIED ELECTRONICS, INC.",F207136_1,On Time,38,2021,0
02,F207240,2,1414N4ALK,"BOX, AL 12.0X10.0X5.0 WITH COVER, NATURAL COLOR",10/1/2021,10/1/2021,POR-013901,EA,6,6,0,1271.28,1271.28,0,19839.0001.03,120009,"ALLIED ELECTRONICS, INC.",F207240_2,On Time,40,2021,0
02,F207240,1,1367,"WASHER,REDUCING",10/1/2021,10/1/2021,POR-013907,EA,12,12,0,1.37,1.37,0,19839.0001.03,120009,"ALLIED ELECTRONICS, INC.",F207240_1,On Time,40,2021,0
02,F207240,3,GLAA01A1A,"SWITCH, LIMIT",10/1/2021,10/1/2021,POR-013907,EA,6,6,0,493.02,493.02,0,19839.0001.03,120009,"ALLIED ELECTRONICS, INC.",F207240_3,On Time,40,2021,0
02,F207304,1,AN-2804-AB,"ENCLOSURE, FLANGED, ALUMINUM, BLACK",10/6/2021,10/4/2021,POR-013918,EA,1,1,0,31.96,31.96,0,20481.0003,120009,"ALLIED ELECTRONICS, INC.",F207304_1,On Time,41,2021,0
02,F207309,1,2N2222 TO-18,"Transistor, NPN",10/7/2021,10/7/2021,POR-013938,EA,5,5,0,3.75,3.75,0,20609.0002.01,120009,"ALLIED ELECTRONICS, INC.",F207309_1,On Time,41,2021,0
02,F207309,2,5747841-4,"Connector, board mounted DB25M",10/7/2021,10/7/2021,POR-013938,EA,2,2,0,8.52,8.52,0,20609.0002.01,120009,"ALLIED ELECTRONICS, INC.",F207309_2,On Time,41,2021,0
02,F207309,3,MCX240D5,"Relay, Thru Hole Solid State",1/28/2022,10/7/2021,POR-013938,EA,5,5,0,104.7,104.7,0,20609.0002.01,120009,"ALLIED ELECTRONICS, INC.",F207309_3,On Time,41,2021,0
02,F207437,1,10-350349-183,STRAIN RELIEF,10/20/2021,10/18/2021,POR-013983,EA,6,6,0,97.38,97.38,0,19839.0001.03,120009,"ALLIED ELECTRONICS, INC.",F207437_1,On Time,43,2021,0
02,F207346,5,F44L120,"120.00-IN. STRAIGHT SECTION 4X4""",10/15/2021,10/12/2021,POR-013956,EA,4,4,0,2100.44,2100.44,0,SDFNN.0002.04,120009,"ALLIED ELECTRONICS, INC.",F207346_5,On Time,42,2021,0
02,F207346,1,F44LP,"CLOSURE PLATE 4X4""",10/12/2021,10/12/2021,POR-013958,EA,1,1,0,48.32,48.32,0,SDFNN.0002.04,120009,"ALLIED ELECTRONICS, INC.",F207346_1,On Time,42,2021,0
02,F207346,2,F44L12,"12.00-IN. STRAIGHT SECTION 4X4""",10/12/2021,10/12/2021,POR-013958,EA,1,1,0,155.62,155.62,0,SDFNN.0002.04,120009,"ALLIED ELECTRONICS, INC.",F207346_2,On Time,42,2021,0
02,F207346,3,F44L24,"24.00-IN. STRAIGHT SECTION 4X4""",10/14/2021,10/13/2021,POR-013964,EA,2,2,0,400.56,400.56,0,SDFNN.0002.04,120009,"ALLIED ELECTRONICS, INC.",F207346_3,On Time,42,2021,0
02,F207346,4,F44L36,"36.00-IN. STRAIGHT SECTION 4X4""",10/14/2021,10/13/2021,POR-013964,EA,1,1,0,246.7,246.7,0,SDFNN.0002.04,120009,"ALLIED ELECTRONICS, INC.",F207346_4,On Time,42,2021,0
02,F205842,1,HTINT70T,Camera Day/Night Bullet ,3/5/2021,3/4/2021,POR-012845,EA,6,6,0,1326,1326,0,20615.0001.03,120013,ANIXTER,F205842_1,On Time,10,2021,0
02,F205413,1,961-003-T-H-0,"TURBOFLEX, 2/0",4/30/2021,4/26/2021,POR-013140,FT,3050,3050,0,59322.5,59322.5,0,02INV.CTRL,120013,ANIXTER,F205413_1,On Time,18,2021,0
02,F206383,1,31341,5ft Cat6 550 MHz Snagless Patch Cable - Blue,5/21/2021,5/26/2021,POR-013331,EA,1,1,0,4.84,4.84,0,20676.0001.03,120024,"CDW Direct, LLC",F206383_1,Late,22,2021,5
02,F206383,2,03974,4ft Cat6 Snagless Blue Patch Cabl Cable,5/21/2021,5/24/2021,POR-013316,EA,1,1,0,4.84,4.84,0,20676.0001.03,120024,"CDW Direct, LLC",F206383_2,Late,22,2021,3
02,F206358,1,383560000,"RAIL SUPPORT, EW 35",5/21/2021,5/11/2021,POR-013212,EA,13,13,0,5.2,5.2,0,20676.0001.03,120056,Hermitage Automation & Controls,F206358_1,On Time,20,2021,0
02,F206560,1,383560000,"RAIL SUPPORT, EW 35",7/2/2021,6/14/2021,POR-013410,EA,2,2,0,0.74,0.74,0,20705.0001.03,120056,Hermitage Automation & Controls,F206560_1,On Time,25,2021,0
02,F206097,1,FIN9306.060.C,Custom Filter FAI :3-phase 60A 440VAC,4/16/2021,4/16/2021,POR-013097,EA,1,1,0,4312.5,4312.5,0,B5693.0004.10,120056,Hermitage Automation & Controls,F206097_1,On Time,16,2021,0
02,F206021,1,1693800000,"JUMPER, TERMINAL BLOCK, 2 WAY, 5.1MM",4/9/2021,4/9/2021,POR-013066,EA,52,52,0,26.52,26.52,0,20550.0004,120056,Hermitage Automation & Controls,F206021_1,On Time,15,2021,0
02,F206021,2,1909000000,20 POLE TERMINAL JUMPER,4/9/2021,4/9/2021,POR-013066,EA,4,4,0,25.88,25.88,0,20550.0004,120056,Hermitage Automation & Controls,F206021_2,On Time,15,2021,0
02,F205672,1,716TX,ETHERNET SWITCH,3/15/2021,3/17/2021,POR-012936,EA,4,4,0,3705.04,3705.04,0,20550.0004,120056,Hermitage Automation & Controls,F205672_1,Late,12,2021,2
02,F205672,2,0383560000,"END BRACKET, EW 35",3/10/2021,3/17/2021,POR-012936,PK,76,76,0,30.4,30.4,0,20550.0004,120056,Hermitage Automation & Controls,F205672_2,Late,12,2021,7
02,F205672,3,0380360000,End plate for ASK1 fuse terminal,4/9/2021,3/17/2021,POR-012936,EA,28,28,0,28,28,0,20550.0004,120056,Hermitage Automation & Controls,F205672_3,On Time,12,2021,0
02,F205672,4,9532440000,"TERMINAL BLOCK, FUSED, KDKS, DUAL LEVEL W/FEED THRU",3/24/2021,3/17/2021,POR-012936,EA,60,60,0,354,354,0,20550.0004,120056,Hermitage Automation & Controls,F205672_4,On Time,12,2021,0
02,F205672,5,9503330000,"END PLATE, AP KDKS1",3/10/2021,3/17/2021,POR-012936,EA,8,8,0,9.36,9.36,0,20550.0004,120056,Hermitage Automation & Controls,F205672_5,Late,12,2021,7
02,F205672,7,1041600000,"DOUBLE STACKED FEED THRU TERMINAL, WDK 2.5N",3/10/2021,3/17/2021,POR-012936,EA,208,208,0,713.44,713.44,0,20550.0004,120056,Hermitage Automation & Controls,F205672_7,Late,12,2021,7
02,F205672,8,0474560000,"TERMINAL BLOCK, ASK1, FUSED",3/10/2021,3/17/2021,POR-012936,EA,231,231,0,1074.15,1074.15,0,20550.0004,120056,Hermitage Automation & Controls,F205672_8,Late,12,2021,7
